language,number_occurrences,translations_freq
quc,18,"{'tzquin': 9, 'quibin': 4, 'tew': 1, 'csoc': 1, 'tak': 1, 'ptak': 1, 'rilic': 1}"
quf,18,"{'pariq': 5, 'kurukuna': 4, 'kurukunapis': 3, 'kurukunata': 2, 'sirbinkillapa': 1, 'kurukunamapis': 1, 'tikrakashallapa': 1, 'kurukunaqa': 1}"
qug,18,"{""t'aźinta"": 3, 'pajarocuna': 2, 'pajarocunatapish': 2, 'yuyarichij': 1, 'jahuata': 1, 'purij': 1, 'pajarocunami': 1, 'huiñashpa': 1, 'chuscu': 1, 'chalhuacunapaj': 1, 'saquirishca': 1, 'pajarocunatami': 1}"
quh,135,"{""p'isqosta"": 8, ""p'isqos"": 7, 'phawajkuna': 7, ""p'isqo"": 6, ""p'isqospis"": 5, 'phawajkunata': 5, ""k'ita"": 5, 'laya': 4, ""p'isqostaj"": 4, ""p'isqoqa"": 4, 'phawajkunapis': 3, ""p'isqota"": 3, 'wañojkunatataj': 3, 'phawaj': 3, 'uywaspa': 2, ""p'isqetuta"": 2, 'suwintukunaman': 2, ""p'isqosqa"": 2, 'thapasniyojllataj': 2, ""p'isqosman"": 1, 'phawajkunatawan': 1, 'qanwan': 1, 'orqostawan': 1, 'lijrayoj': 1, 'animales': 1, 'lijrayojkunatarí': 1, ""t'antas"": 1, 'apamonqa': 1, 'phuruyojkunaj': 1, 'lijrasniyoj': 1, 'lijrayojkunamanta': 1, ""p'isqetusta"": 1, ""joq'ochanqa"": 1, ""p'isqetoj"": 1, ""jap'ejqa"": 1, 'phurusniyoj': 1, 'phawajkunamanta': 1, 'oqharikuymantapacha': 1, ""p'isqokunamanta"": 1, 'wallpakunatapis': 1, 'llakiypis': 1, ""p'isqetuwan"": 1, 'pampapi': 1, 'yuthustapis': 1, 'phichitankaspis': 1, 'tukuypuni': 1, 'yuyasqallamanta': 1, 'suwintuspaj': 1, 'ayasniykichejta': 1, ""jap'irpariwanku"": 1, 'aycha': 1, 'kanankama': 1, 'katariswan': 1, 'wiñanku': 1, 'munasqa': 1, ""sach'ayanankama"": 1, 'thapanman': 1, 'cieloj': 1, 'mikhu': 1}"
qul,18,"{'pisketocunapas': 4, 'pisketocunataj': 3, 'pisketocunapajpas': 2, 'pisketocunapaj': 2, 'jalaycachaj': 1, 'piskocunamanta': 1, 'pisketocunata': 1, 'gallinazocuna': 1}"
qup,18,"{'mahaskunapa': 2, 'ramankunapi': 2, 'purik': 2, 'pishkukunaka': 1, 'urmashkataka': 1, 'urmashkakunataka': 1, 'rikrayukunapa': 1, 'suliman': 1, 'wasinkuna': 1, 'ankakunataka': 1}"
quw,18,"{'pishcuuna': 9, 'pishcuunas': 4, 'pishcuunara': 2, 'valijcuna': 1, 'aichaunara': 1, 'pishcuras': 1}"
quy,135,"{'pawaq': 23, 'alton': 22, 'pawaqkunapas': 5, 'raprayoq': 4, 'animalkunapas': 4, 'animalkunata': 3, 'pawaqkunatapas': 2, 'animalkunapa': 2, 'animalkuna': 2, 'urpituchakunata': 2, 'urpituchata': 2, 'urpituchatapas': 2, 'pawakunanpaq': 2, 'animalkunamanwan': 2, 'wañuqkunatañataqmi': 2, 'pawaqkuna': 2, 'animalta': 2, 'hamuruspan': 2, 'paqarimuchuntaqyá': 1, 'qasqonpa': 1, 'kullkutam': 1, 'yawarnintaqa': 1, 'limpianqa': 1, 'mikuptinpas': 1, 'kunanqa': 1, 'maskankuchu': 1, 'urpituchawan': 1, 'ayqekuspapas': 1, 'aychata': 1, 'pichiwchakuna': 1, 'urpitu': 1, 'pichinchu': 1, 'pasakuspanmi': 1, 'wañurunantam': 1, 'qesanta': 1, 'anka': 1, 'wasinman': 1, 'jaulakunata': 1, 'kanaykipaqñam': 1, 'mikusunaykichikpaq': 1, 'rikururqanitaqmi': 1, 'wichiykachisaq': 1, 'urpituqa': 1, 'urpikunata': 1, 'monteyaruptinmi': 1, 'kullkukuna': 1, 'urpitukunapas': 1, 'rikchaq': 1, 'cheqnipay': 1}"
quz,135,"{'phalaq': 57, 'animalkunapas': 6, 'pichinchuta': 5, 'animalkuna': 5, 'animalkunata': 3, 'animal': 3, ""q'esachakurqanku"": 3, 'animalkunaq': 3, 'pichinchu': 2, 'suwa': 2, 'ayqekuy': 2, 'animalpas': 2, 'ankakuna': 2, 'urpikunan': 2, 'animalkunatawan': 2, 'animalkunataq': 2, 'purantinta': 1, ""suweq'arakuna"": 1, 'animalkunaqtapas': 1, 'pichinchutapas': 1, 'pichinchutawan': 1, 'pichinchutataq': 1, 'kasqanta': 1, 'aychaykitan': 1, 'ankakunamanmi': 1, 'wallpakunata': 1, 'watuchasqa': 1, ""suweq'arakunaman"": 1, ""q'esachakun"": 1, 'pichitankaqa': 1, 'takisqakunataq': 1, 'chiwchinta': 1, 'phawaqkunari': 1, 'ankakunaqpas': 1, ""k'allmanpitaqmi"": 1, 'ayaykichista': 1, 'salqa': 1, 'wasanpi': 1, 'urpi': 1, 'animalkunamantapas': 1, ""mach'aqwaykunata"": 1}"
qvc,18,"{'pishqokuna': 4, 'pishqokunata': 3, 'kamachakunllapa': 2, 'pishqokunapismi': 2, 'pishqokunam': 1, 'dyuspaqqa': 1, 'runakunatashina': 1, 'animalkunata': 1, 'tiyaykanllapa': 1, 'suldadundinda': 1}"
qve,18,"{'phawaq': 8, 'pichinkukunapas': 3, 'pichinkukuna': 2, 'animalkuna': 2, 'hamuspanku': 1, 'diospaqqa': 1, 'animalkunapa': 1}"
qvh,18,"{'tantyacuyay': 1, 'mashiraycagtami': 1, 'pishgucunapis': 1, 'näniman': 1, 'saynöshi': 1, 'äm': 1, 'väliyanqui': 1, 'chuscun': 1, 'lashtaypa': 1, 'vuelagcunata': 1, 'wagaycäyan': 1, 'wiscurcuna': 1}"
qvi,18,"{'alasyu': 6, 'animalcunapash': 3, 'animalcunata': 2, 'animalcuna': 2, 'animalcunami': 2, 'tazinda': 1, 'animalcunapashmi': 1, 'animalcunatapashmi': 1}"
qvm,18,"{'pishgucuna': 3, 'pishgucunapapis': 2, 'gueshwancunata': 1, 'pishgucunapis': 1, 'välipäcunqui': 1, 'uywapa': 1, 'päregcunata': 1, 'condurta': 1}"
qvn,18,"{'wiñan': 3, 'pishgocuna': 2, 'shamurga': 2, 'uywacuna': 2, 'pishgocunapasi': 1, 'cacurcänanpag': 1, 'chraquinpa': 1, 'pescäducunapa': 1, 'sima': 1, 'cacunanmanmi': 1, 'uywacunaga': 1}"
qvo,18,"{'pishcucuna': 6, 'pishcucunata': 1, 'chajacuna': 1, 'chaccacuna': 1, 'cahquichic': 1, 'machacuicuna': 1, 'huairata': 1, 'pishcu': 1, 'pishcucunapac': 1, 'pishcucanata': 1, 'huasi': 1, 'ancacanata': 1, 'ancacuna': 1}"
qvs,18,"{'pishkillukuna': 3, 'animalkuna': 3, 'wasinkuna': 2, 'animalkunata': 2, 'murukunata': 1, 'imashnami': 1, 'pishkillukunashina': 1, 'aychankunapish': 1, 'mikuk': 1}"
qvw,18,"{'pishucunäpapis': 3, 'imaymana': 2, 'pishucuna': 2, 'śhalcamul': 1, 'pishucunäpis': 1, 'pishucunapïta': 1, 'muyülun': 1, 'licchä': 1}"
qvz,18,"{'pishcugunahuas': 3, 'pishcugunamanda': 2, 'muyugunata': 2, 'pishcuguna': 2, 'ramagunaibi': 1, 'huasinaun': 1, 'pishcugunatahuas': 1, 'pishcucuinta': 1, 'pishcu': 1, 'huairai': 1, 'saulishinahuanmi': 1}"
qwh,18,"{'pishqucuna': 4, 'qeshun': 2, 'pureq': 2, 'rämancunacho': 1, 'raslla': 1, 'pishqucunapis': 1, 'pishqucunanam': 1, 'baleq': 1, 'adoraquicayan': 1, 'pishqucunapapis': 1, 'pishqucunata': 1, 'ayancunatanam': 1}"
qxh,18,"{'pichuysacunapis': 3, 'altullapa': 2, 'pichuysacunash': 1, 'ćhayajta': 1, 'llantucushpan': 1, 'tarichishunquipaj': 1, 'yüranshi': 1, 'pichuysacuna': 1, 'chucaru': 1, 'wasichacusha': 1, 'aycha': 1, 'siucacunata': 1}"
qxn,18,"{'pishgocuna': 6, 'geshuncuna': 3, 'pishgocunapis': 2, 'chucaru': 2, 'väleyanqui': 1, 'pishgocunata': 1, 'wätatanö': 1, 'runapawan': 1, 'angel': 1}"
qxo,18,"{'geshuncuna': 3, 'pishgucuna': 3, 'caycagtanam': 1, 'chaycur': 1, 'diospäga': 1, 'päregcunatapis': 1, 'jiruruycäyan': 1, 'wiscurcuna': 1}"
qxr,18,"{'volac': 2, 'zhutacuna': 2, 'alasyuc': 2, 'animalcunata': 1, 'animalcuna': 1, 'valicmi': 1, 'cuzhata': 1, 'animalcunapishmi': 1, 'animalman': 1, 'animalcunaca': 1, 'volashpa': 1, 'tucushca': 1, 'animalcunami': 1}"
rai,18,"{'pika': 15, 'rowo': 2, 'milmiluan': 1}"
rim,18,"{'nyonyi': 15, 'irumie': 1}"
rkb,18,"{'sisarakatsa': 5, 'piyktsa': 4, 'tahasuk': 2, 'isarapatsa': 2, 'nisihorozukbaiknaha': 1, 'mekywatsatu': 1, 'kytsa': 1, 'ziborobaiknaha': 1}"
rmo,18,"{'tchirkle': 15, 'tchiben': 2, 'lendar': 1}"
rmy,18,"{'chiriklia': 15, 'ziviriniengi': 1, 'bilachi': 1, 'chiriklienge': 1}"
ron,135,"{'păsările': 40, 'zburătoare': 21, 'păsări': 19, 'pasăre': 17, 'păsărilor': 16, 'pasărea': 9, 'înaripate': 3, 'păsării': 3, 'vie': 1, 'alungată': 1, 'zburând': 1}"
roo,18,"{'kare': 13, 'uriopaave': 1, 'ra': 1, 'kokio': 1, 'okarerovu': 1, 'pitupituo': 1}"
rop,135,"{'bard': 105, 'flaiwei': 2, 'igulok': 2, 'wed': 2, 'difrinwan': 1, 'ola': 1, 'insek': 1, 'jukjuk': 1, 'loda': 1, 'leig': 1, 'wailwan': 1, 'mait': 1, 'mamiwan': 1, 'floutfloutbat': 1}"
rro,18,"{'roborobo': 9, 'roborobokia': 4, 'ubi': 2, 'tirobo': 1, 'waeha': 1}"
ruf,18,"{'wapfideghe': 7, 'iwapfideghe': 6, 'pfideghe': 3, 'iwotambala': 1}"
run,135,"{'inyoni': 25, 'kiguruka': 15, 'ibiremwa': 13, 'n’ibiremwa': 7, 'biremwa': 7, 'ibiguruka': 7, 'nyoni': 7, 'n’inyoni': 6, 'nk’inyoni': 6, 'kirere': 4, 'c’amababa': 3, 'biguruka': 3, 'vy’amababa': 3, 'z’ibiremwa': 3, 'y’inyoni': 2, 'z’amababa': 2, 'bibirya': 1, 'ay’ikiguruka': 1, 'n’igiti': 1, 'ikiguruka': 1, 'y’ikiguruka': 1, 'y’amababa': 1, 'vy’ibiguruka': 1, 'z’ibiguruka': 1, 'kari': 1, 'kw’inyoni': 1, 'ry’inyoni': 1, 'ziguruka': 1, 'baguruka': 1, 'zihunge': 1, 'nk’ivyara': 1, 'nk’ibiremwa': 1, 'yankwa': 1}"
rus,135,"{'птицы': 24, 'птиц': 13, 'птицу': 11, 'птица': 11, 'летающих': 10, 'небесных': 8, 'небесные': 6, 'небесным': 4, 'летающими': 3, 'создание': 3, 'созданий': 3, 'склюют': 3, 'птицам': 3, 'летающие': 2, 'летающее': 2, 'птицей': 2, 'обитали': 2, 'крылатое': 1, 'созданиями': 1, 'созданию': 1, 'созданиям': 1, 'птицами': 1, 'летающем': 1, 'крылатой': 1, 'расставлены': 1, 'хищная': 1, 'птичкой': 1, 'каждую': 1, 'осы́пал': 1, 'птичка': 1, 'крылатые': 1, 'прочь': 1, 'горной': 1, 'летит': 1, 'птичьих': 1, 'небесными': 1}"
rwo,18,"{'nu': 9, 'numbo': 6, 'sanganimo': 1, 'de': 1}"
sab,18,"{'bdada': 5, 'ugara': 2, 'tachkedale': 1, 'chude': 1, 'jamaka': 1, 'gwade': 1, 'ngwere': 1, 'jwiale': 1, 'junten': 1, 'uda': 1}"
sag,18,"{'andeke': 16, 'ala': 1}"
sah,30,"{'көтөр': 6, 'көтөн': 6, 'чыычаах': 3, 'көтөрдөр': 3, 'көтөрү': 2, 'хааллардылар': 1, 'чыычаахтар': 1, 'сиринэн': 1, 'көтөрдөрүн': 1, 'көтөрдөрө': 1, 'ордуккутуй': 1}"
sas,18,"{'kedit': 9, 'kedit-kedit': 8, 'ngaken': 1}"
sba,135,"{'yelje': 86, 'yel': 24, 'bag': 3, 'yelje’g': 2, 'd’uba': 1, 'nar': 1, 'njésɔ': 1, 'àr': 1, 'tum': 1, 'yel-kulje': 1, 'ɓa': 1, 'tḭtḭ': 1, 'naji': 1, 'd’ḭ': 1, 'tàl': 1, 'dɔi-i': 1, 'néje': 1}"
sbd,18,"{'bàanan': 15, 'siinaan': 1}"
sbe,8,{'manuwa': 8}
sbl,18,"{'mawmanokmanok': 12, 'ampipanlompad': 3, 'manokmanok': 1, 'maremek': 1}"
sda,18,{'manuk-manuk': 18}
seh,6,{'mbalame': 6}
sey,18,"{'pi̱ꞌapi': 4, 'pi̱ꞌaje': 2, 'pi̱ꞌa': 2, 'cuꞌicohuaꞌire': 2, 'jaꞌjëcohuaꞌi': 2, 'deꞌoto': 1, 'i̱ona': 1, 'huajëjë': 1, 'o̱cue': 1, 'deꞌo': 1}"
sgb,18,"{'manok': 10, 'lalê': 5, 'nipanyag': 3}"
sgw,18,"{'አንᎋም': 5, 'አንᎋ': 3, 'ነቀመዊም።': 1, 'ተዋች': 1, 'ባቴበታ': 1, 'አᎋም': 1, 'ይትሸቦኽኖ': 1, 'ያንᎋ': 1, 'ኤሽሮም': 1, 'ይበርሮ': 1, 'አመራ': 1}"
sgz,18,"{'man': 13, 'roh': 1, 'di': 1}"
shi,18,"{'igḍaḍ': 11, 'd-igḍaḍ': 3, 'a-tɛzzam': 1, 'lli-itmtatn': 1, 'bnadm': 1, 'lli-tayylalnin': 1}"
shk,18,"{'winy': 14, 'winyyi': 1, 'winyø': 1, 'cödhø': 1, 'pɑ̈rri': 1}"
shp,42,"{'noyai': 19, 'yoinabo': 6, 'isábaon': 3, 'isábo': 2, 'yoinaboribi': 1, 'ináatima': 1, 'norex': 1, 'noyaibo': 1, 'betanribira': 1, 'noma': 1, 'namibo': 1, 'awanke': 1, 'isábaonribi': 1, 'siná': 1, 'banéke': 1}"
shu,18,"{'l-tuyuur': 7, 'l-teer': 5, 'al-tuyuur': 4, 'teer': 1}"
sig,18,"{'digibiisi': 14, 'kɩna': 2, ':': 1, 'lɩgyʋʋlɩɩ': 1}"
sil,18,"{'diibiisiŋ': 11, 'tuↄsa': 3, 'sagɛu': 1, 'diibiisi-la': 1}"
sim,18,"{'avi': 11, 'nongo': 2, 'taha': 1, 'wari': 1, 'fleavihi': 1, 'kuyangak': 1, 'linduwa': 1}"
sin,135,"{'පියාසර': 23, 'කුරුල්ලන්': 16, 'කුරුල්ලෙකු': 10, 'කුරුල්ලන්ට': 5, 'පක්ෂීහු': 4, 'කුරුල්ලෝ': 4, 'ආකාශයේ': 4, 'පක්ෂීන්': 3, 'කුරුල්ලෙකුව': 3, 'සතුන්වද': 2, 'මෘගයෝද': 2, 'පක්ෂියෙකු': 2, 'කුරුල්ලාවද': 2, 'උන්ව': 2, 'කුරුල්ලන්ද': 2, 'කුරුල්ලෝද': 2, 'ජීවීන්වද': 1, 'සතුන්ද': 1, 'සතුන්ගෙන්ද': 1, 'කුරුල්ලන්ව': 1, 'කවර': 1, 'පිරවිය': 1, 'නිදැල්ලේ': 1, 'මිටියද': 1, 'කුරුල්ලාට': 1, 'කඳන්': 1, 'කුඩා': 1, 'සිරුර': 1, 'මළ': 1, 'අසන්න': 1, 'වටේටම': 1, 'නොපෙනෙයි': 1, 'කැදැල්ලක්ද': 1, 'අහසේ': 1, 'කුරුල්ලෙකුගේ': 1, 'ගිජු': 1, 'ඈතින්': 1, 'එළුවන්ගේ': 1, 'පක්ෂීහුද': 1, 'මෘගයන්ටද': 1, 'පක්ෂීන්ට': 1, 'පක්ෂීන්ටත්': 1, 'අතුවල': 1, 'නියපොතු': 1, 'පිටේ': 1, 'අල්ලාගන්නාක්': 1, 'ඉගිලී': 1, 'ලැගුම්': 1, 'පෑගුණා': 1, 'කුරුල්ලන්ගේද': 1}"
sja,18,"{'ipanaarã': 3, ""k'ok'oo"": 3, ""ɨt'ɨ́"": 2, 'chepata': 2, 'ipanaarãpa': 2, 'bɨɨrɨpa': 1, 'bipa': 1, 'ipanaarãde': 1, 'wãabaipata': 1}"
sld,18,"{'diíwiisi': 16, 'fíŋfille': 1}"
slk,135,"{'lietajúce': 15, 'vtáka': 15, 'vták': 12, 'lietajúcich': 10, 'vtáci': 10, 'nebeskí': 8, 'lietajúcim': 7, 'lietajúceho': 6, 'vtáctvo': 6, 'vtáky': 4, 'okrídleného': 3, 'lietajúci': 3, 'vtákov': 3, 'vtákom': 3, 'vtáctvu': 3, 'lietajúcimi': 2, 'lietajúcom': 2, 'okrídlené': 2, 'nebeský': 2, 'lietajúcemu': 1, 'vtáctvom': 1, 'vtáctva': 1, 'okrídlených': 1, 'vtáčikom': 1, 'osamelému': 1, 'okrídlení': 1, 'okrídlený': 1, 'vtákovi': 1, 'prilietavajú': 1, 'vtáčie': 1}"
sll,18,"{'hahoba': 11, 'ure': 2, 'wangwiwe': 1, 'mol': 1, 'ere': 1, 'omua': 1}"
slv,135,"{'ptice': 44, 'letajo': 13, 'ptica': 13, 'ptico': 11, 'ptic': 10, 'pticam': 9, 'leteča': 8, 'letečih': 5, 'ptici': 2, 'krilate': 2, 'krilata': 1, 'pticami': 1, 'pticah': 1, 'krilatih': 1, 'ptičjem': 1, 'bežeča': 1, 'gorskim': 1, 'letijo': 1, 'ptičji': 1, 'letečimi': 1, 'ptičje': 1}"
sme,18,"{'lottit': 9, 'lottiid': 4, 'lottiin': 3, 'suodjin': 1, 'lottiide': 1}"
smk,17,"{'manuk-manok': 13, 'mumanuk-manok': 3, 'uayep': 1}"
sml,18,"{'manuk-manuk': 10, 'kamanuk-manukan': 6, 'daing': 1, 'makasammal': 1}"
smo,135,"{'manufelelei': 66, 'manulele': 49, 'felelei': 4, 'nonofo': 2, 'meaola': 1, 'taʻitasi': 1, 'se': 1, 'ofaga': 1, 'faapepepepe': 1, 'fanua': 1, 'faanonofo': 1, 'lele': 1}"
sna,135,"{'shiri': 43, 'zvinobhururuka': 39, 'neshiri': 10, 'mapapiro': 7, 'seshiri': 7, 'nepazvisikwa': 3, 'chinobhururuka': 3, 'kuchisikwa': 2, 'reshiri': 2, 'nekatanda': 2, 'kushiri': 2, 'cheshiri': 1, 'wakakomberedzwa': 1, 'nezvisikwa': 1, 'kweshiri': 1, 'vachibhururuka': 1, 'dzinodya': 1, 'senzara': 1, 'ndichavakwevera': 1, 'yeshiri': 1, 'neezvinhu': 1}"
snc,18,"{'manu': 10, 'manuri': 8}"
snd,18,"{'پکين': 8, 'پکي': 7, 'رکو': 1, 'جيت': 1, 'پکيءَ': 1}"
snn,18,"{""hua'na"": 4, ""hua'nabi"": 4, ""hua'i"": 3, 'chiani': 2, 'uncueye': 1, ""bi'an"": 1, 'airu': 1, 'aña': 1, 'cuirayë': 1}"
snp,18,"{'nema': 6, 'yate': 4, 'nema-afa': 4, 'moinamo': 2, 'koiyofati': 1, 'ánenawamo': 1}"
snw,18,"{'bakansiɛ': 14, 'nikɔflɛlɛtɛ': 1, 'kũ': 1, 'fanfanfa': 1}"
sny,18,"{'irowe': 11, 'tamo': 4, 'iro': 1, 'werese': 1}"
som,135,"{'haadka': 27, 'haadda': 25, 'haad': 14, 'shimbirraha': 10, 'shimbir': 10, 'haaddii': 7, 'shimbirta': 6, 'shimbirro': 5, 'haadduna': 2, 'shimbirrihii': 2, 'shimbirrood': 2, 'shimbiru': 2, 'cuntadii': 1, 'hilibkaaga': 1, 'kuwan': 1, 'diyaarin': 1, 'hareerahaaga': 1, 'cayaartid': 1, 'baalal': 1, 'shimbirtu': 1, 'buulkooda': 1, 'baxsato': 1, 'wareegaysa': 1, 'duulaya': 1, 'shimbirrihiiba': 1, 'xaad': 1, 'samadaba': 1, 'haadkuna': 1, 'ciddiyo': 1, 'haadeed': 1}"
soq,42,"{'nene': 37, 'ewaewau': 1, 'etaa': 1}"
sot,135,"{'fofang': 48, 'linonyana': 41, 'nonyana': 28, 'mapheo': 8, 'jang': 4, 'fofa': 1, 'linala': 1}"
soy,18,"{'sinúipi': 9, 'ɑsi': 7, 'impehẽ': 1, 'ripɔhɔ': 1}"
spa,135,"{'aves': 31, 'voladoras': 28, 'pájaro': 20, 'voladora': 15, 'pájaros': 13, 'ave': 9, 'criaturas': 4, 'criatura': 3, 'aladas': 2, 'alada': 2, 'alado': 1, 'trampas': 1, 'alados': 1, 'volando': 1}"
spl,18,"{'kerem': 2, 'hele': 2, 'taka': 2, 'nâi': 2, 'wosapâ': 1, 'hambe': 1, 'tatmu': 1, 'gumbam': 1, 'luap': 1, 'kâe': 1}"
spp,18,"{'saɲcyɛɛnre': 7, 'shèere': 5, 'saɲcɛɛnre': 3, 'taŋwɔhɔgɔ': 1, 'ti': 1, 'jò': 1}"
sps,28,"{'marei': 19, 'roruaf': 6, 'ruaf': 1, 'viirviir': 1}"
spy,18,"{'tāriitēk': 13, 'tāriitēkaab': 2, 'ankuteer': 1, 'ichuutēē': 1, 'wooyētēē': 1}"
sqi,18,"{'zogjtë': 10, 'shpendë': 2, 'shpendëve': 2, 'bagëtive': 1, 'neveritshëm': 1, 'shpendët': 1}"
sri,18,"{'mirã': 4, 'mirãde': 3, 'dʉpʉrigue': 2, 'wú̶rãrẽ': 1, 'wajakʉtarinʉgãa': 1, 'sĩgʉ̃wãgãrã': 1, 'sãñamakʉ̃': 1, 'waimʉrãya': 1, 'waimʉrãrẽ': 1, 'biadobosũanerã': 1, 'mimua': 1, 'ĩgʉ̃sãya': 1}"
srm,18,"{'fou': 15, 'lontu': 1, 'bëë': 1, 'tingifou': 1}"
srn,135,"{'fowru': 82, 'frei': 20, 'meti': 15, 'aka': 4, 'sortu': 2, 'ete': 2, 'krafana': 1, 'ensrefi': 1, 'tingifowru': 1, 'skin': 1, 'kwetikweti': 1}"
srp,135,"{'ptice': 40, 'ptica': 28, 'stvorenja': 9, 'pticu': 9, 'lete': 8, 'pticama': 7, 'nebeske': 6, 'stvorenjima': 4, 'leteća': 2, 'krilata': 1, 'letećih': 1, 'letećim': 1, 'ptičarske': 1, 'pticom': 1, 'krilato': 1, 'krilatim': 1, 'krilate': 1, 'ptičji': 1, 'gorskim': 1, 'ptičje': 1}"
srq,18,"{'nguɨreɨ̃': 3, 'sã': 2, 'nguireɨ̃': 2, 'nguireĩ': 2, 'mbebe': 1, 'rɨɨnda': 1, 'mbuseteã': 1, 'urubu': 1}"
ssd,45,"{'sar': 22, 'umaŋ': 13, 'umaŋŋge': 6, 'ndem': 2, 'kile-mayokka': 1, 'wikina': 1}"
ssg,18,"{'manixux': 17, 'ingai': 1}"
ssw,18,"{'tinyoni': 8, 'netinyoni': 6, 'yetinyoni': 1, 'wetinyoni': 1, 'tetinyoni': 1, 'naletenyanywako': 1}"
ssx,42,"{'bamanu': 16, 'titima꞉': 6, 'ba': 5, 'manuma꞉': 4, 'pitiki': 2, 'epemeke': 1, '.': 1, 'endialimi': 1, 'ankulalemetaa': 1, 'ma꞉na꞉': 1, 'ala꞉ta꞉manu': 1}"
stn,18,"{'manu': 14, 'maanu': 2, 'pugoe': 1, 'mwamwakiaga': 1}"
stp,18,"{""u'ji'"": 11, ""nɨnɨ'"": 2, 'aa': 1, ""u'ji'm"": 1, 'gam': 1}"
sua,18,"{'iningol': 13, 'gan': 3, 'kikiangae': 1}"
sue,18,"{'mamai': 7, 'ni': 6, 'wawi': 1, 'bonara': 1, 'mamaira': 1, 'bezinora': 1}"
suk,18,"{'noni': 16, 'jikasugagwa': 1, 'malofu': 1}"
sun,135,"{'manuk': 87, 'manuk-manuk': 22, 'gagak': 3, 'leupaskeun': 2, 'bangsa': 2, 'manukna': 1, 'hayam': 1, 'dironom': 1, 'ingu': 1, 'tatangkalan': 1, 'larap': 1, 'nyempad': 1, 'dadali': 1, 'tingsoloyong': 1, 'pararaeh': 1, 'ceuceub': 1}"
sur,18,{'ny`er': 18}
sus,18,"{'xɔnie': 10, 'xɔni': 8}"
swe,135,"{'flygande': 60, 'fåglar': 17, 'fågel': 14, 'fåglarna': 12, 'fågeln': 7, 'bevingad': 4, 'bevingade': 2, 'rovfågel': 2, 'fågelns': 1, 'skapelserna': 1, 'det': 1, 'rovfåglarna': 1, 'fågelklor': 1, 'fågelvingar': 1, 'fåglars': 1}"
swg,18,"{'vegel': 17, 'tiere': 1}"
swh,135,"{'ndege': 72, 'kinachoruka': 17, 'viumbe': 16, 'vinavyoruka': 15, 'mabawa': 8, 'kiumbe': 1, 'kuvichovya': 1, 'wakiruka': 1}"
swk,18,"{'mbalame': 16, 'zidadza': 1, 'zene': 1}"
swp,50,"{'manu': 21, 'malagaibu': 10, 'manudi': 5, 'eada': 4, 'mabedi': 1, 'ewa': 1, 'galewa': 1, 'maragaibu': 1, 'loiloiusidi': 1, 'guda': 1, 'bogadi': 1}"
sxb,18,"{'enyonyi': 16, 'ziaza': 1, 'ezitaomerezia': 1}"
sxn,18,"{'winalangeng': 7, 'manụ': 7, 'kinoaěng': 3, 'ikẹ̌kawěnsingu': 1}"
syc,18,"{'ܦܪܚܬܐ': 7, 'ܘܠܦܪܚܬܐ': 2, 'ܘܦܪܚܬܐ': 2, 'ܕܦܪܚܬܐ': 2, 'ܒܦܪܚܬܐ': 1, 'ܘܕܦܪܚܬܐ': 1, 'ܘܤܢܝܬܐ': 1, 'ܠܦܪܚܬܐ': 1, 'ܛܝܪܐ': 1}"
szb,18,"{'nal': 7, 'nala': 3, 'damla': 1, 'amil': 1, 'damlakae': 1, 'damlakaea': 1, 'baban': 1, 'hit': 1, 'balinhiip': 1, 'manipkae': 1}"
tab,18,"{'жакьвар': 3, 'жакьвариз': 2, 'ничхрар': 2, 'завун': 2, 'гьяйванатарин': 2, 'илиршуруки': 1, 'жакьвари': 1, 'дарнучвахъа': 1, 'гъягърудар': 1, 'макан': 1}"
tac,18,"{'chulugí': 5, 'wilú': 3, 'oyame': 2, 'chulugika': 2, 'jsime': 2, 'golachi': 1, 'jobátigame': 1, 'utugulu': 1}"
taj,18,"{'खसी': 5, 'चरागदेदा': 3, 'चरागदे': 2, 'चरागदेसे': 2, 'जङ': 1, 'चिबारीनोन': 1, 'तु': 1, 'चरागदेला': 1}"
tam,18,"{'paravaikal': 6, 'paravaikalum': 3, 'kavaniyungkal': 1, 'kulikalum': 1, 'kottit': 1, 'vaanattup': 1, 'miinkaludaiya': 1, 'piraanikalaiyum': 1, 'aakividdaal': 1, 'parakkira': 1}"
taq,18,"{'igḍaḍ': 8, 'igḍaḍ-wi': 1, 'ăjjeen': 1, 'ad-ẓattăn': 1, 'd-igḍaḍ': 1, 'tĕẓlay': 1, 'n-iẓlulam': 1, 'ăsjălălhăynen': 1}"
tar,18,"{'chuluguí': 10, 'churuguí': 2, ""o'weli"": 2, ""i'nika"": 2, 'kolachi': 1, 'wilú': 1}"
tat,18,"{'кошлар': 7, 'кошларга': 4, 'кошларныњ': 3, 'очып': 1, 'кошларны': 1, 'сµйрәлүчеләрне': 1, 'оясы': 1}"
tav,18,"{'minia': 5, 'atí': 3, 'rupaʉri': 2, 'miniare': 1, 'rui': 1, 'miniacã': 1, 'cayojayupa': 1}"
taw,18,"{'yawl': 17, 'ladek': 1}"
tbc,18,"{'anakanak': 15, 'wur': 2}"
