concept,language,translations
sun,rus,"['солнце', 'солнцем', 'солнца', 'солнцу', 'захода', 'востока', 'заходе', 'восточной', 'виду', 'запада', 'востоке']"
sun,srp,"['sunce', 'suncem', 'sunca', 'suncu', 'istoku', 'istoka', 'izlasku', 'zapadu', 'svima', 'vide', 'razapeo', 'svetlosti', 'sunčevog', 'vrati', 'zemlje']"
sun,slk,"['slnko', 'slnka', 'slnkom', 'slnku', 'zapadne']"
sun,swe,"['solen', 'uppgång', 'sol', 'solens', 'kislot-tabors', 'moabs', 'sols']"
sun,ces,"['slunce', 'sluncem', 'slunci', 'zapadnout', 'přiměji']"
sun,gla,"['ghrian', 'dorchadas', 'greine']"
sun,msa,"['matahari', 'menerbitkan', 'terbit']"
sun,fas,"['خورشید', 'آفتاب', 'می\u200cتاباند', 'بالا', 'غروب']"
sun,hye,"['արևը', 'արեգակի', 'արևի', 'արեգակը', 'արևն', 'մայր', 'արևին', 'արև', 'արևամուտին', 'արեգա՛կ', 'արևամուտ', 'մայրամուտին', 'քասլոթ-թաբորի', 'մովաբի', 'արևելք', 'արևելքից', 'արևմուտք', 'ջանք', 'արևածագին']"
sun,est,"['päike', 'pimeneb', 'päikeses', 'päikesest', 'päikese', 'päikesel', 'päikest', 'päikesega', 'päikesetõusu']"
sun,cym,"['haul', 'gorllewin', 'dwyrain']"
moon,eng,['moon']
moon,spa,['luna']
moon,deu,"['mond', 'neumond', 'mondes', 'neumonds', 'vollmonds', 'vollmond']"
moon,zho,"['月亮', '日月', '月', '月朔', '初一', '明月', '月圆', '朔之日', '新月']"
moon,fra,['lune']
moon,nld,['maan']
moon,pol,"['księżyc', 'księżyca', 'nów', 'nowiu', 'księżycu', 'księżycem', 'księżycowi']"
moon,tur,"['ay', 'ayın', 'aya', 'dolunay', 'dördünde', 'dolunayın', 'ayını', 'yıldızlarda', 'bürünecek', 'ayınki']"
moon,afr,"['maan', 'nuwemaan', 'volmaan', 'geword', 'nuwemane']"
moon,cat,"['lluna', 'noviluni']"
moon,dan,"['månen', 'nymåne', 'måne', 'fuldmånen', 'månens', 'nymånedagen', 'fuldmåne', 'ovre', 'nymånefest']"
moon,fin,"['kuu', 'uusikuu', 'kuun', 'kuuta', 'uudenkuun', 'kuukaan', 'täydenkuun', 'täysikuu', 'kuulle', 'kuusi', 'uudestakuusta', 'uudenkuunsa', 'kuussa', 'vieton', 'kuusta']"
moon,ell,"['σελήνη', 'σελήνης', 'πανσέληνος', 'πανσέληνο', 'πανσέληνου']"
moon,hun,"['hold', 'újhold', 'holdat', 'telihold', 'holdnak', 'fogyatkozik', 'újholdját', 'holdban', 'holdra']"
moon,isl,"['tunglið', 'tunglsins', 'tungli', 'tungls']"
moon,gle,"['ghealach', 'ré', 'gealaí', 'ngealach', 'gealach', 'fillfidh', 'míosúla']"
moon,xho,"['nenyanga', 'kwenyanga', 'inyanga', 'nasenyangeni', 'nyanga', 'enyangeni', 'kwanenyanga', 'njengenyanga', 'nayinyanga', 'ehlangeneyo', 'yenyanga', 'benyanga', 'senyanga']"
moon,ita,['luna']
moon,lit,"['mėnulis', 'mėnulio', 'mėnulį', 'mėnuli', 'dieną', 'mėnuliui', 'pilnaties', 'mėnulyje', 'mėnuliskrauju']"
moon,mlt,"['l-qamar', 'il-qamar', 'qamar', 'tal-qamar', 'bħall-qamar', 'lill-qamar', 'mill-qamar', 'bil-qamar']"
moon,rus,"['луна', 'новолуние', 'новолуния', 'луну', 'луне', 'луны', 'полнолуния', 'луной', 'новолуниям']"
moon,srp,"['mesec', 'meseca', 'mladine', 'mladina', 'mesecu', 'meseče', 'mladini', 'mesecom', 'mladinama']"
moon,slk,"['mesiac', 'novmesiac', 'mesiaca', 'novmesiaca', 'mesiacu', 'novmesiaci', 'mesiacom', 'úplnku', 'mesiaci']"
moon,swe,"['månen', 'nymåne', 'måne', 'nymånen', 'fullmånen', 'nymånedagen', 'fullmåne', 'fullmånens', 'nymånar', 'månens', 'nymånefest']"
moon,ces,"['měsíc', 'novoluní', 'měsíci', 'měsíce', 'měsícem', 'úplňku', 'úplněk']"
moon,gla,[]
moon,msa,['boelan']
moon,fas,['ماه']
moon,hye,"['լուսինը', 'լուսնի', 'նորալուսին', 'նորալուսնի', 'լուսնին', 'լուսի՛ն', 'լուսինն', 'լիալուսնի', 'լիալուսինը', 'նորալուսնից', 'նորալուսիններին', 'նորալուսինը']"
moon,cym,"['lleuad', 'lloer', 'mis', 'newyddloer', 'leuad', 'amodol', 'newyddloerau', 'newyddleuadau']"
moon,est,"['kuu', 'kuus', 'noorkuupäeva', 'kuust']"
star,eng,"['stars', 'star']"
star,spa,"['estrellas', 'estrella']"
star,deu,"['sterne', 'stern', 'sternen', 'morgenstern', 'morgensterne', 'sternebeschauer', 'sterns']"
star,zho,"['星', '星星', '星辰', '众星', '星宿', '晨星', '颗', '像天', '一起', '世人', '抬着', '七星', '坠落', '星名']"
star,fra,"['étoiles', 'l’étoile', 'étoile']"
star,nld,"['sterren', 'ster', 'morgenster', 'een', 'sterrenkijkers']"
star,pol,"['gwiazdy', 'gwiazd', 'gwiazdę', 'gwiazda', 'gwiazdach']"
star,tur,"['yıldızları', 'yıldızlar', 'yıldız', 'yıldızların', 'yıldızlara', 'yıldızın', 'yıldızlarından', 'yıldızını', 'büyüdü', 'doğudayken', 'bunu', 'yıldızlarda', 'saçarlar', 'yıldızı', 'yıldıza', 'yıldızlı', 'yıldızıyım']"
star,afr,"['sterre', 'ster', 'môrester', 'van', 'sterrekykers']"
star,cat,"['estrelles', 'estels', ""l'estel"", 'estel', ""l'estrella"", 'grandiós', ""l'astre"", 'estrella']"
star,dan,"['stjerner', 'stjernerne', 'stjerne', 'stjernen', 'stjernernes', 'flok', 'morgenstjernerne', 'stjernekiggerne', 'morgenstjernen', 'morgenstjerne']"
star,fin,"['tähdet', 'tähtiä', 'tähtien', 'tähteä', 'tähden', 'tähdistä', 'tähdetkin', 'tähti', 'jaakobista', 'kokonaismäärää', 'tähdetkään', 'riemuitsivat', 'tähtensä', 'tähdissä', 'refan-jumalan', 'aamutähden', 'aamutähti']"
star,ell,"['άστρα', 'άστρο', 'άστρων', 'άστρου']"
star,hun,"['csillagok', 'csillag', 'csillagai', 'csillagokat', 'csillagait', 'csillagot', 'csillagát', 'csillagokéhoz', 'lelkendezve', 'csillagoknak', 'csillagjaikat', 'csillagokból', 'csillagáról', 'csillagainál', 'csillagokban', 'csillagból', 'csillagainak']"
star,isl,"['stjörnurnar', 'stjörnur', 'stjörnu', 'stjörnum', 'stjarnan', 'stjarna', 'stjarnanna', 'glöddust', 'stjörnunum', 'morgunstjörnuna', 'stjörnunnar']"
star,gle,"['réaltaí', 'réalta', 'realtaí', 'cíován', 'réalt', 'réiltíní', 'n‑eaglaisí']"
star,xho,"['iinkwenkwezi', 'neenkwenkwezi', 'inkwenkwezi', 'njengeenkwenkwezi', 'kweenkwenkwezi', 'seenkwenkwezi', 'yeenkwenkwezi', 'ningangeenkwenkwezi', 'nangangeenkwenkwezi', 'naningangeenkwenkwezi', 'amakhwezi', 'leenkwenkwezi', 'zinkwenkwezi', 'nasezinkwenkwezini', 'nenkwenkwezi', 'langa', 'beenkwenkwezi', 'abangangeenkwenkwezi', 'baziinkwenkwezi', 'wayeneenkwenkwezi', 'ikhwezi', 'libizwa', 'lokusa']"
star,ita,"['stelle', 'stella']"
star,lit,"['žvaigždės', 'žvaigždžių', 'žvaigždes', 'žvaigždė', 'žvaigždę', 'sutemų', 'žvaigždėse', 'refano']"
star,mlt,"['l-kwiekeb', 'il-kwiekeb', 'bħall-kwiekeb', 'kwiekeb', 'kewkba', 'mill-kwiekeb', 'il-kewkba', 'tal-kwiekeb', 'l-kewkba']"
star,rus,"['звёзды', 'звёзд', 'звезда', 'звезду', 'звезды', 'звёздам', 'звёздах']"
star,srp,"['zvezda', 'zvezde', 'zvezdu', 'zvezdama']"
star,slk,"['hviezdy', 'hviezd', 'hviezdu', 'hviezda', 'množstva', 'nebeských', 'hviezdach']"
star,swe,"['stjärnorna', 'stjärnor', 'stjärna', 'stjärnornas', 'stjärnan', 'morgonstjärnan', 'morgonstjärnorna', 'stjärnans']"
star,ces,"['hvězdy', 'hvězd', 'hvězda', 'hvězdu', 'množství', 'hvězdách', 'hvězdě']"
star,gla,['reultan']
star,msa,"['bintang', 'bintang-bintang', 'bintangnja', 'kadjora']"
star,fas,"['ستارگان', 'ستاره', 'ستارهٔ', 'ستاره\u200cای', 'ستارگانی']"
star,hye,"['աստղերի', 'աստղերը', 'աստղը', 'աստղ', 'աստղեր', 'աստղերին', 'աստղերից', 'աստղի', 'աստղերն', 'աստղն', 'աստղերով']"
star,est,"['tähte', 'tähed', 'täht', 'tähti', 'tähest', 'tähtedest', 'tähtedes', 'tähtede', 'taevatähte', 'hommikutähe', 'tähe', 'hommikutäht']"
star,cym,"['sêr', 'seren', 'eglur']"
water,spa,"['agua', 'abrevar', 'regar', 'beber', 'abreven', 'bendita', 'regaré', 'cántaro']"
water,eng,['water']
water,deu,"['wasser', 'wassers', 'wasserkrug', 'tränken', 'wasserquellen', 'wasserkrüge', 'wassertor', ',', 'trinkwasser', 'reinigungswasser', 'wasserschöpfer', 'wasserquell', 'wasserbäche', 'um', 'gestellt', 'wasserbächen', 'machen', 'wassergräben', 'lassen', 'wasserbrunnen', 'tränkt', 'entsündigt', 'wasserverteiler', 'verstopften', 'wüsche', 'herauf', 'umwandelt', 'wasserschwer', 'fließt']"
water,zho,"['水', '打水', '喝水', '用水', '喝', '活水', '水中', '洗澡', '洗身', '，', '水里', '水源', '有水', '水井', '给', '倒水', '水门', '水来', '水泉', '洗净', '旁', '无水', '旁边', '水瓶', '取水', '水边', '苦水', '水流', '来', '溪水', '水气', '涌流', '泉源', '水洗', '迎面而来', '灌溉', '盛在', '有泉', '滋润', '面前', '惊怕', '滴下雨', '矛和水袋', '雨水', '水果然', '洪水', '土块', '神', '水火', '泥沼', '浇灌', '池', '水浇灌', '干旱', '毒水', '倾心', '像', '不息', '风浪', '从水', '水罐', '变水', '甜水', '河水']"
water,nld,"['water', 'waterpoort', 'waterstromen', 'waterbron', 'waterkruik', 'drenken', 'waterbronnen', 'reinigingswater', 'waterkruiken', 'waterputters', 'gifwater', 'waterput', 'drinkwater', 'putwater', 'waterrantsoen', 'golvende', 'waterkanalen', 'watergreppels', 'waterdrinkers', 'waterzak', 'opgraven', 'drenkt', 'waterdrinkbakken', 'ontzondigingswater', 'spat', 'waterputter', 'waterverdelers', 'watertunnel', 'stopten', 'waste', 'omhoog', 'watervijvers', 'watervoorraad', 'waters']"
water,pol,"['wody', 'wodę', 'wodą', 'wodzie', 'woda', 'wód', 'wodną', 'wodny', 'wodne', 'nawadniać', 'napoję', 'pojono', 'napójcie', 'napoimy', 'bezwodna', 'wodnej', 'wodnymi', 'podlewał', 'rowami', 'krainę']"
water,fra,"['l’eau', 'd’eau', 'eau', 'eaux', 'roseaux', 'jarre', 'jarres', 'arroser', 'sa', 'j’abreuverai', 'd’abreuver', 'abreuvez', 'abreuver', 'l’arroserai', 'flots', 'puiser', 'eau-ci']"
water,tur,"['su', 'suyu', 'suyla', 'suya', 'yıkanacak', 'sular', 'suda', 'sudan', 'suları', 'suyun', 'susuz', 'suların', 'suyunu', 'sulardan', 'pınar', 'suyunuzu', 'suyuyla', 'suyumu', 'aden’den', 'doldurup', 'suvarırlardı', 'suvarın', 'suvarabiliriz', 'kuyuya', 'yıkanacaklar', 'yıkayacak', 'suyuna', 'suyundan', 'akarsu', 'yağmurunu', 'korktular', 'kırarak', 'ülkeye', 'içmedi', 'seller', 'sayabilir', 'özleyen', 'özlüyor', 'akıyor', 'havuzlar', 'bataklığa', 'sularım', 'kaynayacak', 'götürünceye', 'çukurlar', 'olduk', 'sularını', 'küpleri']"
water,rus,"['воды', 'воду', 'водой', 'воде', 'вода', 'водные', 'вод', 'кувшин', 'водяных', 'водяными', 'источник', 'орошения', 'источника', 'с', 'напою', 'колодцы', 'поили', 'напоите', 'напоим', 'поилки', 'жажды', 'дождь', 'водный', 'источнику', 'потоков', 'полноводен', 'потоки', 'влагой', 'тростником', 'поливать', 'ходить', 'ветвистой', 'орошавшие', 'водных', 'нет', 'рифы']"
water,fin,"['vettä', 'veden', 'vedessä', 'vesi', 'vedellä', 'veteen', 'vedestä', 'vesikaivon', 'vesilähteelle', 'vetesi', 'vesiruukut', 'myrkkyvettä', ',', 'vesilähdettä', 'vedeksi', 'veteni', 'vesilähteet', 'vesileilin', 'laskisitko', 'vesiruukkuaan', 'kamelisikin', 'juomavesikaivon', 'juottaa', 'juottakaa', 'juotettava', 'oli', 'puhdistusvettä', 'pirskottavan', 'vettäsi', 'pulppuavien', 'puunkerääjiä', 'vesikannu', 'vesilähteille', 'kaatoivat', 'vesiannoksella', 'torin', 'vesiportille', 'lumivedessä', 'vesipisarat', 'kaipaa', 'vesilammikoksi', 'vesivirrat', 'vesilähteesi', 'lähteitä', 'kastelen', 'vesiojia', 'vesivarastonsa', 'vesilähteitä', 'vesiojien', 'ääreen', 'vesilähde', 'vedettömän', 'vuotavat', 'rahasta', 'vetensä', 'vesiuomat', 'vettäkään', 'puhdistussääntöjen', 'vesiruukkunsa', 'vedettömiä']"
water,est,"['vett', 'veega', 'veest', 'vette', 'vee', 'vesi', 'vees', 'ristima', 'eluvee', 'veemöllu', 'veeanumat', 'anumad', 'veeanuma', 'veekogu', 'allikad', 'veeuputuses', 'eluvett']"
water,ita,"['acqua', 'd’acqua', 'l’acqua', 'nell’acqua', 'dell’acqua', 'quest’acqua', 'acque', 'all’acqua', 'canne', 'abbeverare', 'dall’acqua', 'sull’acqua', 'senz’acqua', 'irrigare', 'ai', 'abbeverate', 'l’irrigherò', 'arido', 'sott’acqua']"
water,cym,"['dwfr', 'ddwfr', 'dyfroedd', 'ddyfroedd', 'hystên', 'ffynnon', 'ddyfrhau', 'gogwydda', 'dynnodd', 'ddyfrhaf', 'dyfrhaent', 'dyfrhewch', 'dyfrhawn', 'garw', 'trwst', 'piserau', 'llestr', 'fyny', 'atal', 'bistylloedd', 'ddiod', 'cloff', 'dyfrhaf', ',', 'goed', 'dyfradwy', 'ddyfrlestri', 'dyfrlestri', 'dyfrlestr', 'di-ddwfr', 'frychau']"
rain,eng,['rain']
rain,spa,"['lluvia', 'llover', 'cuantiosas', 'llueva', 'lloviera', 'fuerte']"
rain,nld,"['regen', 'regenen', 'neerregenen', 'regenbuien', 'stortregen', 'lenteregen', 'herfstregen', 'regenwolk', 'regenwolken']"
rain,afr,"['reën', 'stortreën', 'reënbuie', 'neerreën', 'lentereën', 'herfsreën', 'reënwolk', 'reënwolke']"
rain,cat,"['pluges', 'pluja', 'ploure', 'plogués']"
rain,dan,"['regn', 'regnen', 'regne', 'regnskyl', 'regnskyer', 'forårsregn', 'skylregnen', 'efterårsregn', 'regnskyllene', 'regnvejrsdag', 'falde', 'sildigregn']"
rain,fin,"['sadetta', 'sateen', 'sataa', 'sade', 'sateelle', 'rankkasade', 'sateesta', 'syyssateen', 'rankkasateen', 'jatkua', 'sateeksi', 'sadekuurojen', 'sadepilvi', 'sateena', 'satamaan', 'kevätsateen', 'kevätsadetta', 'sadepilvet', 'rankkasadetta', 'myöhäissateen', 'sataisi']"
rain,deu,"['regen', 'regnen', 'regenguß', 'regens', 'herbstregen', 'regengüsse', 'regenwolke', 'frühlingsregens', 'frühlingsregen', 'entsteht', 'hinabregnen', 'frühregen']"
rain,ell,"['βροχή', 'βροχής', 'βρέξει', 'βροχές', 'πέφτει', 'βρέχει', 'βροχών', 'βροχόπτωση', 'έβρεξε', 'βρέξω']"
rain,hun,"['esőt', 'eső', 'esőnek', 'záporeső', 'kén', 'zúdítok', 'záporesők', 'esőfelhő', 'zúdítsa', 'esőre', 'záporesőnek', 'záporoztat', 'hullatott', 'esőfelhők', 'hulljon', 'hull', 'essen']"
rain,isl,"['rigna', 'skall', 'kalt', 'regnið', 'haustregn', 'regn', 'rigni']"
rain,gle,"['fearthainn', 'fhearthainn', 'bháisteach', 'báistí', 'báisteach', ""d'fhear"", 'talamh', 'uisce', 'na', 'fearfaidh', 'mbáisteach', 'fearthainne', 'uiscí', ""d'fhearthainn"", 'scaipeadh', 'ghnaoi', 'baistí', 'luath']"
rain,xho,"['imvula', 'mvula', 'nemvula', 'njengemvula', 'kunisa', 'zemvula', 'emvula', 'semvula', 'yemvula', 'wanisa', 'enisa', 'namvula', 'akunisele', 'ine', 'kunisela', 'kuhlela', 'kwana', 'umkhwitsho', 'lemvula', 'nanjengemvula', 'injengemvula', 'ngemvula', 'kwemvula', 'ndayinisa', 'iimvula']"
rain,ita,"['pioggia', 'piovere', 'cada', 'cade', 'prima', 'piovesse']"
rain,lit,"['lietaus', 'lietus', 'lietų', 'debesis', 'lyti', 'žaibus', 'prapliupo', 'metas', 'išlies', 'lytų', 'lydins', 'rasa', 'nebelyti', 'spindėjimas', 'lijo', 'ankstyvojo', 'nelytų']"
rain,mlt,"['xita', 'ix-xita', 'x-xita', 'tax-xita', 'għax-xita', 'bħax-xita', 'mix-xita', 'fir-rebbiegħa', 'nniżżel', 'l-ewwel']"
rain,pol,"['deszcz', 'deszczu', 'spuszczę', 'spadnie', 'jesienny', 'spuszczał', 'deszcze', 'deszczowi', 'deszczów', 'chmura', 'utworzyć', 'deszczowy', 'spadł', 'nadciągnie', 'pada', 'lunął', 'padał']"
rain,rus,"['дождь', 'дождя', 'дождём', 'дождю', 'ливню', 'египет', 'обрушил', 'дожди', 'вовремя', 'дождливое', 'дождевое', 'сварливая', 'грозовые', 'ливень']"
rain,srp,"['kiša', 'kišu', 'kiše', 'kiši', 'kišni', 'kišom', 'padala', 'zasuo']"
rain,slk,"['dážď', 'dažďa', 'lejak', 'pršať', 'pršalo', 'nepršalo', 'pršala', 'padať', 'prehánky', 'lejaky', 'chmára', 'dažďové', 'včasný']"
rain,swe,"['regn', 'regna', 'regnet', 'hällregnet', 'regnskurar', 'regnmoln', 'vårregn', 'hällregn', 'regnskurarna', 'höstregn', 'regnvädersdag', 'höstregnet']"
rain,tur,"['yağmur', 'yağdı', 'yağmuru', 'yağmurun', 'yağmasın', 'ilkbahar', 'yağdıracağım', 'yağmurunu', 'yağmayacak', 'yağmurlarınızı', 'tahılınızı', 'ışıltılarla', 'titriyorlardı', 'karabulutlar', 'bekler', 'kaçamayacak', 'yağdırdı', 'hazırlayana', 'toprağı', 'yağmurlar']"
rain,ces,"['déšť', 'deště', 'pršelo', 'dešťové', 'pršet', 'nepršelo', 'pršela', 'snášelo', 'sprškám', 'spršek', 'dešťový', 'nechá', 'dštít']"
rain,msa,"['hoedjan', 'hoedjannja', 'ajar-hoedjan']"
rain,fas,"['باران', 'بارانش', 'بارانی']"
rain,hye,"['անձրև', 'անձրևի', 'անձրևը', 'անձրևներ', 'անձրևից', 'անձրևն', 'ծծումբ', 'տեղացրեց', 'անձրևների', 'անձրևային', 'անձրևին', 'կերակուր', 'փոթորկաբեր']"
rain,zho,"['降雨', '雨', '雨水', '下雨', '降', '雨露', '密云', '春雨', '雷雨', '使', '如雨', '暴雨', '火炭', '随雨', '甘露', '雨云', '赐雨', '雨淋', '获得']"
rain,fra,"['pluie', 'pleuvoir', 'torrentielle', 'averses', 'aura', 'd’automne', 'pleuve']"
rain,cym,"['glaw', 'law', 'lawio', 'lawiaf', 'glawia', 'glawog', 'lawiodd', 'glawogydd', 'lawog', 'arhosed', 'wlith', 'lifddwfr', 'cymylau', 'brwmstan', 'glawiais', 'glawio', 'gawod']"
rain,est,"['vihma', 'sadada']"
stone,eng,"['stone', 'stones']"
stone,spa,"['piedra', 'piedras', 'lapidarlo', 'lapidaron', 'canteros', 'lapidarlos', 'apedrearían', 'apedrearán', 'pedrería', 'mueran', 'apedrearlo', 'apedrear', 'lapidarla', 'apedrearan', 'lapidó', 'apedréenlo', 'lapidarte', 'lapidarlas', 'apedreará', 'apedreáramos', 'empedrado']"
stone,deu,"['stein', 'steine', 'steinen', 'steinmauer', 'steinigen', 'steintafeln', 'steinhaufen', 'steinerne', 'gestein', 'steinhürden', 'ọnyxsteine', 'ọnyxstein', 'steinernen', 'léschem-stein', 'steinpflaster', 'steinhauer', 'saphirstein', 'steinschneidearbeit', 'gedenksteine', 'steinfiguren', 'steins', 'steinsägen', 'königlichen', 'steinigt', 'niederreißen', 'einem', 'steinwall', 'abgebrochen', 'genauen', 'steines', 'chrysolịthsteins', 'gewichtssteinen', 'steinmauern', 'laststein', 'anderen', 'jạspisstein', 'grundsteine']"
stone,zho,"['石头', '宝石', '石版', '石', '块', '磐石', '的', '玛瑙', '打死', '石块', '大石', '石子', '用', '乱堆', '辊开', '羊圈', '做成', '上面', '法码', '送给', '无法', '篱笆', '口', '筑墙', '蓝宝石', '石心', '重修', '打', '冰雹', '拋石', '瘫痪', '石料', '预备', '烤的', '碗', '木匠', '运', '光滑', '墙垣', '崩塌', '缠绕', '石中', '田野', '拆', '雅观', '围墙', '废堆', '拉在', '内', '水苍玉', '道', '谷中', '，', '加巴大', '绊脚石', '尚且', '活石', '碧玉', '根基', '装饰']"
stone,fra,"['pierres', 'pierre', 'mur', 'enclos', 'lapider', 'taille', 'poids', 'léshem', 'lapideraient-ils', 's’ensuive', 'lapidez-le', 'rare', 'résistant', 'd’émeri', 'lapidera', 'pesait']"
stone,nld,"['stenen', 'steen', 'stenigen', 'edelstenen', 'onyxstenen', 'edelgesteente', 'gesteente', 'steenhouwers', 'onyxsteen', 'lesjem-steen', 'steenhoop', 'weegstenen', 'steenhopen', 'saffiersteen', 'steensnijderswerk', 'steenvulling', 'gedachtenisstenen', 'stenigt', 'chrysolietsteen', 'amarilsteen', 'jaspissteen', 'fundamentstenen']"
stone,pol,"['kamień', 'kamienie', 'kamieni', 'kamieniami', 'kamienia', 'kamienne', 'kamieniem', 'kamienny', 'kamiennych', 'kamieniu', 'kamieniach', 'kamieniowi', 'kamiennym', 'kamiennego', 'ukamienujesz', 'ukamienować', 'kamieniarzy', 'przytoczonych', 'kamiennymi', 'kamienować', 'ukamienowali', 'ukamienują', 'ukamienujcie', 'kamieniarzom', 'kamiennej', 'onyksem', 'żałośnie', 'szmergla', 'kamieniom', 'ukamienuje', 'kamienowali', 'bryła']"
stone,rus,"['камень', 'камни', 'камней', 'камнями', 'камня', 'каменные', 'камню', 'каменных', 'камнем', 'каменной', 'каменную', 'каменный', 'каменная', 'камне', 'ле́шем', 'камнях', 'каменотёсами', 'удалю', 'побей', 'пращи', 'каменным', 'окаменел', 'побить', 'плотников', 'лепёшка', 'каменщиков', 'рухнет', 'ониксом', 'отвесы', 'драгоценные', 'камням', 'побивать', 'драгоценными']"
stone,fin,"['kiviä', 'kiven', 'kivi', 'kiveä', 'kivet', 'kivistä', 'kivien', 'kivillä', 'kivestä', 'kiveen', 'kivellä', 'kivitaulua', 'kivimuurin', 'kiviin', 'kivimuuri', 'kivisiä', 'kivittää', 'onyksikiviä', 'kivelle', 'kiviröykkiöiksi', 'onyksikiveä', 'kivitaulut', 'lešem-kivi', 'joihin', 'kiviaitauksia', 'kivitauluun', 'kiviröykkiön', 'bohanin', 'kiveksi', 'kivimuurilla', 'kivissä', 'kivesi', 'safiirikivi', 'kivisydämen', 'jätetä', 'kivenä', 'kivipatsaan', 'kivittäisi', 'kivittävät', 'kiviupotuksia', 'onyksikivet', 'olkakappaleisiin', 'rivinä', 'kivineen', 'kuoliaiksi', 'kivittämisestään', 'kivikuvansa', 'kivitettävä', 'kiviriveineen', 'kivisten', 'kivittävänsä', 'kivipunnuksen', 'kivittäkää', 'kivensä', 'kivenhakkaajille', 'kivenhakkaajiksi', 'kivimuurinsa', 'olemattomiksi', 'onyksillä', 'kiviaitauksensa', 'pussin', 'kivimuurikin', 'kiville', 'kiviröykkiöksi', 'autiuden', 'petollisia', 'kivimuuriesi', 'hiomakiveksi', 'kivittämään', 'kivetty', 'kivinä', 'jaspiskiven', 'painoi', 'peruskiveä']"
stone,est,"['kivi', 'kividega', 'kive', 'äratada', 'kivid', 'kivist', 'kalliskivid', 'kividele', 'kivile', 'kivide', 'kiviga', 'surnuks', 'kivipõrandaks', 'komistuskivi', 'kalliskividest', 'kivisse', 'rahetera', 'kalliskivide', 'kalliskivi', 'aluskivi']"
stone,ita,"['pietra', 'pietre', 'lapidare', 'tagliapietre', 'lapiderà', 'lèshem', 'lapiderebbero', 'recinti', 'lapidarlo', 'lapidatelo', 'carico', 'lapidarti', 'lastrico', 'chicchi']"
stone,cym,"['maen', 'meini', 'gerrig', 'faen', 'cerrig', 'garreg', 'cherrig', 'feini', 'carreg', 'charreg', 'gwerthfawr', 'garneddau', 'llabyddiant', 'acat', 'chorlannau', 'llabyddia', 'gorlannau', 'labyddio', ',', 'nadd', 'cae', 'main', 'labyddiant', 'corlannau', 'trefnus', 'llabyddiwch', 'cymynwyr', 'plethir', 'gaeau', 'arfau', 'magwyr', 'bentwr', 'nghabolfeini', 'gwrychoedd', 'union', 'furiaf', 'carneddau', 'caeau', 'adamant', 'labyddio’r', 'llabyddiasant', 'labyddiasant', 'llabyddio', 'benconglfaen', 'iddo']"
cloud,spa,"['nube', 'masa', 'tempestad', 'nubes', 'nubecilla', 'capas']"
cloud,eng,['cloud']
cloud,deu,"['wolke', 'wolkenmasse', 'wolkensäule', 'gewölk', 'wolkenschichten', 'wich', 'hineingegangen', 'darüber', 'gewitterwolke', 'sturmwolke', 'wolkenmassen', 'tauwolke']"
cloud,zho,"['云彩', '云', '密云', '云柱', '降临', '云中', '日间', '道路', '向下', '幽暗', '有云', '座上', '乌云', '景像', '怀里', '穹苍', '春日', '烟往', '朵', '云下', '片']"
cloud,fra,"['nuage', 'masse', 'tonne', 'couches', 'nuageuses', 'nuée']"
cloud,nld,"['wolk', 'wolkgevaarte', 'wolkkolom', 'donderende', 'wolkenlagen', 'neer', 'wolkje', 'regenwolk', 'wolkgevaarten', 'dauwwolk']"
cloud,pol,"['obłok', 'obłoku', 'obłokiem', 'kłąb', 'burzowej', 'chmur', 'kłębów', 'chmurka', 'deszczowa', 'chmury', 'obłoków', 'kłębem', 'kłęby', 'kłębach']"
cloud,tur,"['bulut', 'bulutun', 'bulutu', 'bulutlar', 'bulutta', 'buluta', 'bulutla', 'edemediler', 'bulutken', 'dumanı', 'bulutunun', 'karabulutlar', 'örter', 'açtığında', 'yükler', 'çaktırdığını', 'bulutları', 'bastırırsın', 'buluttan']"
cloud,afr,"['wolk', 'wolkmassa', 'wolkkolom', 'onweerswolk', 'wolklae', 'afkyk', 'neergedaal', 'wolke', 'verskyn', 'wolkie', 'daaroor', 'wolkmassas', 'douwolk']"
cloud,cat,"['núvol', 'nuvolada', 'núvols']"
cloud,dan,"['skyen', 'sky', 'skyerne', 'skymasse', 'skymasserne', 'skysøjle', 'skysøjlen', 'flyttede', 'pladsen', 'dalede', 'skyer', 'skymasser', 'uvejrssky', 'skyernes', 'skymassers', 'buldrende', 'skylagene']"
cloud,fin,"['pilvi', 'pilven', 'pilvessä', 'pilvellä', 'pilveen', 'pilvimassa', 'pilvipatsaasta', 'pilvipatsaassa', 'pilveä', 'pilvensä', 'myrskypilvelle', 'pilvipatsas', 'pilveksi', 'pilvimassaa', 'pilvipatsaan', 'pilvesi', 'sadepilvi', 'pilvikerrokset', 'pilvikerroksiin', 'ylhäällä', 'pilvimassalla', 'pilvimassaan', 'suitsutuspilvestä', 'muodostui', 'ääni']"
cloud,ell,"['σύννεφο', 'σύννεφου', 'πυκνά', 'σύννεφό', 'νέφος', 'στρώματα', 'σύννεφού', 'σύννεφων']"
